inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,tracking_resp.keys,tracking_resp.rt
space,4.6563,0.066362847,0.096875,1,0,0,-0.658886719,0.00302011,1,0,0,calibration_square,0,0,0,27,1,-0.66,0,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.001804832,0.442328559,1,0,0,calibration_square,0,1,1,14,1,0,0.44,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.216945168,-0.206991464,1,0,0,,0,2,2,16,1,0.22,-0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,-0.212134693,0.000119358,1,0,0,calibration_square,0,3,3,7,1,-0.22,0,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.434566696,0.440823929,1,0,0,calibration_square,0,4,4,24,1,0.44,0.44,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.223339844,0.003316696,1,0,0,calibration_square,0,5,5,17,1,0.22,0,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.007761863,-0.220562066,1,0,0,calibration_square,0,6,6,11,1,0,-0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.661505353,0.236103877,1,0,0,,0,7,7,32,1,0.66,0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.222092014,0.440545428,1,0,0,calibration_square,0,8,8,19,1,0.22,0.44,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.436570457,0.226262297,1,0,0,calibration_square,0,9,9,23,1,0.44,0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.653978588,-0.219147859,1,0,0,calibration_square,0,10,10,30,1,0.66,-0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,-0.219361256,-0.437297454,1,0,0,calibration_square,0,11,11,5,1,-0.22,-0.44,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.440353733,-0.220128038,1,0,0,calibration_square,0,12,12,21,1,0.44,-0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,-0.654651331,0.221480758,1,0,0,calibration_square,0,13,13,28,1,-0.66,0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.00114294,-0.446925637,1,0,0,calibration_square,0,14,14,10,1,0,-0.44,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,-0.432414641,-0.438921441,1,0,0,calibration_square,0,15,15,0,1,-0.44,-0.44,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.659765625,0.430038339,1,0,0,calibration_square,0,16,16,33,1,0.66,0.44,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.233130787,0.213718895,1,0,0,,0,17,17,18,1,0.22,0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,0.662022569,-6.51042E-05,1,0,0,calibration_square,0,18,18,31,1,0.66,0,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
,,,,,,,-0.436219618,-0.217787905,1,0,0,calibration_square,0,19,19,1,1,-0.44,-0.22,20923,001,2025-01-09_01h30.01.342,demo_eye_tracking2,2021.2.3,MacIntel,116.2790698,,
