inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,tracking_resp.keys,tracking_resp.rt
space,2.3853,0.137139757,-0.275203993,1,0,0,0.660750868,0.217282986,1,0,0,calibration_square,0,0,0,32,1,0.66,0.22,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,0.216623264,-0.005924479,1,0,0,calibration_square,0,1,1,17,1,0.22,0,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,0.441827257,-0.222057292,1,0,0,calibration_square,0,2,2,21,1,0.44,-0.22,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,-0.439782986,-0.007269965,1,0,0,calibration_square,0,3,3,2,1,-0.44,0,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,-0.657586806,0.209969618,1,0,0,,0,4,4,28,1,-0.66,0.22,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,0.436822917,-0.448767361,1,0,0,calibration_square,0,5,5,20,1,0.44,-0.44,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,-5.64236E-05,-0.228459201,1,0,0,calibration_square,0,6,6,11,1,0,-0.22,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,0.446675347,-0.003736979,1,0,0,calibration_square,0,7,7,22,1,0.44,0,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,-0.22484809,0.217977431,1,0,0,calibration_square,0,8,8,8,1,-0.22,0.22,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
,,,,,,,-0.21953559,-0.438723958,1,0,0,calibration_square,0,9,9,5,1,-0.22,-0.44,,001,2025-01-23_12h33.22.636,demo_eye_tracking2,2021.2.3,MacIntel,60.24096386,,
