inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,tracking_resp.keys,tracking_resp.rt
space,2.9121,0.126070689,-0.035350386,1,0,0,0.441929829,-0.005900555,1,0,0,calibration_square,0,0,0,22,1,0.44,0,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.226615446,-0.440688535,1,0,0,calibration_square,0,1,1,5,1,-0.22,-0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.443988846,0.434023202,1,0,0,calibration_square,0,2,2,24,1,0.44,0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.217720491,0.008483151,1,0,0,calibration_square,0,3,3,17,1,0.22,0,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.434170275,0.435511578,1,0,0,calibration_square,0,4,4,4,1,-0.44,0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.005176958,0.223409262,1,0,0,calibration_square,0,5,5,13,1,0,0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.436817583,-0.438935429,1,0,0,calibration_square,0,6,6,0,1,-0.44,-0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.215190841,-0.43988846,1,0,0,calibration_square,0,7,7,15,1,0.22,-0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.657061841,0.005877024,1,0,0,calibration_square,0,8,8,27,1,-0.66,0,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.214931994,0.000129424,1,0,0,calibration_square,0,9,9,7,1,-0.22,0,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.427304923,0.002976751,1,0,0,,0,10,10,2,1,-0.44,0,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.659562076,-0.003588573,1,0,0,calibration_square,0,11,11,31,1,0.66,0,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.660585702,-0.440306146,1,0,0,calibration_square,0,12,12,29,1,0.66,-0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.222320924,0.441535674,1,0,0,calibration_square,0,13,13,19,1,0.22,0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.226462491,-0.222873918,1,0,0,calibration_square,0,14,14,16,1,0.22,-0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.010012707,-0.439011907,1,0,0,,0,15,15,10,1,0,-0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.443271131,-0.211596386,1,0,0,calibration_square,0,16,16,1,1,-0.44,-0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.00532403,0.438564806,1,0,0,calibration_square,0,17,17,14,1,0,0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.427940277,0.21838526,1,0,0,,0,18,18,23,1,0.44,0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.435788074,0.205595821,1,0,0,,0,19,19,3,1,-0.44,0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.222762142,-0.213861305,1,0,0,calibration_square,0,20,20,6,1,-0.22,-0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.231692395,0.214178982,1,0,0,,0,21,21,18,1,0.22,0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.671480845,-0.229968703,1,0,0,,0,22,22,26,1,-0.66,-0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.672404462,0.436441077,1,0,0,,0,23,23,33,1,0.66,0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.652608481,-0.425769484,1,0,0,,0,24,24,25,1,-0.66,-0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.665686182,0.232374812,1,0,0,,0,25,25,28,1,-0.66,0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.668821771,-0.216643919,1,0,0,calibration_square,0,26,26,30,1,0.66,-0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.215443806,0.221132577,1,0,0,calibration_square,0,27,27,8,1,-0.22,0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.441429782,-0.220832549,1,0,0,calibration_square,0,28,28,21,1,0.44,-0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.210090361,0.432423052,1,0,0,calibration_square,0,29,29,9,1,-0.22,0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.011559912,-0.206878294,1,0,0,,0,30,30,11,1,0,-0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.427963808,-0.436258707,1,0,0,,0,31,31,20,1,0.44,-0.44,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,-0.001964891,-0.012489411,1,0,0,,0,32,32,12,1,0,0,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,0.663450678,0.230151073,1,0,0,,0,33,33,32,1,0.66,0.22,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,,
,,,,,,,,,,,,,,,,,,,,001,001,2025-03-03_15h20.09.610,demo_eye_tracking2,2021.2.3,MacIntel,59.88023952,space,6.7514
